"","synthetic_question","article_ids"
558,"Quelles mesures les personnes intervenant dans la collecte, le traitement ou la transmission des informations visées par l'article 590 doivent-elles prendre pour assurer la sécurité desdites informations ?",13881
559,"Quelles peines sont prévues pour ceux qui mettent le feu à des propriétés immobilières désignées à l'article 510, s'ils appartiennent exclusivement aux coupables et si le feu a été allumé intentionnellement de manière malveillante ou frauduleuse?",6707
560,"Quelles autorités sont compétentes pour délivrer et viser un certificat pour les navires étrangers non enregistrés dans un État partie à la Convention PAL selon l'article de loi donné ?",19043
561,"Quelle est l'autorité responsable de la réception des listes des candidats souhaitant faire un groupement dans un district, selon l'article de loi fourni ?",17927
562,"Quelles sont les circonstances dans lesquelles l'AWIPH autorise le cumul de prises en charge pour un bénéficiaire selon l'article donné de la loi statutaire?",8733
563,"Quels sont les recours disponibles pour la Région en cas de non-paiement par la wateringue selon l'article cité ?",16374
564,"Quelles sont les restrictions concernant la cession des parts dans la société, selon cet article de la loi statutaire belge?",20048
565,"Quels types de bâtiments ou lieux sont considérés comme des maisons habitées selon cet article de la loi belge?",6648
566,"Quelles obligations doivent remplir le titulaire ou le cédant du droit sur le bien concernant le certificat PEB lors de la vente ou de la location d'une unité PEB selon l'article donné ?",35
567,"Quels sont les effets du bénéfice d'inventaire en termes de protection des patrimoines et de responsabilité des dettes pour l'héritier?",1720
568,"Quelles mesures le gouvernement est-il autorisé à prendre concernant les mentions facultatives non couvertes par le système établi par l'Union européenne ?",11045
569,"Quelles sont les conséquences du remboursement de parts dans les sociétés coopératives sur le respect du montant minimum du capital des prêteurs tel que défini à l'article VII.162 ?",14541
570,"Quand est-ce que le montant des frais que l'adjudicataire devra supporter doit être publiquement annoncé selon cet article de loi?",5889
571,"Le tribunal de l'entreprise peut-il modifier les statuts d'une société si les personnes habilitées à le faire négligent de le faire et si le maintien des statuts aurait des conséquences que le fondateur n'a pas pu raisonnablement vouloir au moment de la création?",20640
572,"Quelle est la durée admissible des services effectifs incomplets d'un agent dans une fonction visée à l'article 238 en fonction de la charge de travail à temps plein qu'ils représentent ?",18386
573,"Quelles sont les conditions requises pour être exonéré de participation financière, selon l'article de loi donné ?",8106
574,"Quelles sont les conditions à respecter pour qu'une société en nom collectif soit reconnue comme une entreprise agricole selon l'article statutaire donné?",20592
575,"Quels sont les types d'actes pour lesquels la Cour de cassation peut être saisie en demande d'annulation, selon l'article donné?",4679
576,"Quelles sont les modalités prévues pour l'organisation de l'inspection à la fin de l'année couverte par l'agrément provisoire?",9438
577,"Quelle est la peine prévue pour les infractions à l'interdiction d'allumer du feu ailleurs que dans les loges ou ateliers, selon l'article donné de la loi belge ?",3610
578,"Quels organes sont chargés du contrôle administratif et financier des institutions pratiquant la médiation de dettes agréées, des centres de références agréés et de l'Observatoire du Crédit et de l'Endettement selon l'article de loi donné ?",7482
579,"Quelles sont les conditions pour qu'une association puisse bénéficier de la subvention mentionnée dans l'article donné?",9406
580,"Quels modèles sont fixés par le Gouvernement pour le procès-verbal et le tableau de recensement des votes une fois que les résultats de tous les bureaux de vote ont été enregistrés et totalisés?",18117
581,"Quelles sont les conséquences du dol sur la validité d'un contrat selon cet article de loi?",2005
582,"Quel est l'organe consulté et dans quel délai, en cas de proposition de suspension, de réduction ou de retrait d'un agrément ou d'une autorisation provisoire de fonctionnement par le fonctionnaire délégué?",7394
583,"Quelles sont les modalités pour constater la conversion, la substitution ou la souscription d'actions selon l'article cité?",20197
584,"Pouvez-vous expliquer dans quels cas la retenue de traitement peut être prononcée selon l'article donné de la loi belge ?",18315
585,"Quelles sont les mentions obligatoires devant figurer dans le règlement de travail selon la loi du 8 avril 1965?",7095
586,"Quelles sont les conséquences pour un établissement qui ne satisfait plus aux conditions stipulées à l'article II.4-25 de la loi?",21281
587,"Quelles sont les catégories de personnes autorisées à effectuer des notifications, communications ou dépôts par le biais du registre mentionné dans l'article donné ?",5981
588,"Quelles sont les formalités à respecter en cas de contestations concernant le cahier des charges d'une vente notariale en Belgique?",5886
589,"Quelles peines sont prévues pour le faux commis en écritures ou dans les dépêches télégraphiques avec une intention frauduleuse ou à dessein de nuire, selon cet article de loi?",6308
590,"Quelles activités sont couvertes par l'assurance en responsabilité civile du service de soutien selon cet article de loi ?",8271
591,"Quelles données opérationnelles doivent être prises en compte lors des audits énergétiques visés à l'article 2.5.7?",201
592,"Quelles sont les conditions pour qu'un assistant social ou un infirmier gradué social puisse exercer la fonction d'encadrement selon l'article de la loi donné?",10255
593,"Quelles sont les étapes préliminaires qu'une personne doit suivre avant d'introduire une action en matière de bail à ferme selon cet article de la loi belge?",5573
594,"Quelles sont les responsabilités spécifiques de l'organe mentionné dans l'article en ce qui concerne l'enseignement en immersion linguistique selon le décret du 11 mai 2007?",11572
595,"Quelles sont les procédures à suivre en cas de privation de liberté d'une personne sur un navire belge en mer en vertu du droit international?",19743
596,"Quelles sont les exigences auxquelles les organismes internes accrédités doivent répondre selon l'article de loi fourni?",3495
597,"Quelles sont les sanctions prévues par la loi pour une personne qui utilise des pièces ou documents falsifiés dans la préparation des listes électorales en Belgique?",3107
598,"Dans quelles circonstances un juge peut-il être saisi à nouveau d'une question litigieuse après avoir épuisé sa juridiction sur celle-ci, selon cet article de loi?",3807
599,"Est-ce qu'un navire de mer peut être mis en cale sèche en dehors des cas d'urgence selon cet article de loi?",19244
600,"Quel est l'organe ou l'entité autorisée à fixer le cours du change pour le paiement des taxes consulaires en une autre monnaie que la monnaie légale du lieu de perception?",2899
601,"Quelles sont les conséquences pour une école en cas de refus ou d'incapacité à établir un dispositif d'ajustement conformément à l'article 1.5.2-17 de la loi belge?",11396
602,"Quelle est la définition de ""avarie"" selon l'article donné du code belge?",18781
603,"Quels critères doivent être respectés par le site internet comparateur des frais, selon l'article donné de la loi belge?",14311
604,"Quelles sont les dispositions communes aux tribunaux correctionnels selon l'article de la loi statutaire donné ?",13475
605,"Quelle autorité est habilitée à adapter les dispositions énumérées à l'article XVII. 26 pour tenir compte des modifications de l'annexe de la Directive 2009/22/CE en matière de protection des intérêts des consommateurs?",15645
606,"Quelle est la fréquence à laquelle l'administration réunit les coordinateurs des contrats de rivière pour encadrer et coordonner leurs missions selon cet article de loi?",16219
607,"Quelles formalités supplémentaires doivent être suivies pour l'instruction des demandes de permis de lotir selon l'article donné ?",384
608,"Quelles activités sont soumises à un contrôle continu de la part de l'autorité de sécurité conformément à l'article de la loi statutaire donné ?",3510
609,"Quelles informations obligatoires doivent figurer dans un contrat d'affrètement à temps selon l'article de la loi mentionné?",19221
610,"Quelles pièces justificatives doivent être incluses dans le dossier de demande d'agrément des abris de nuit selon l'article de la loi mentionné?",10077
611,"Quelles entités sont autorisées à exercer le droit d'initiative selon l'article de la loi statutaire belge donné?",22564
612,"Quelles sont les conditions d'application de la présente sous-section aux conseillers en vote en Belgique ?",20504
613,"Quelles sont les autorités compétentes pour adopter le plan mentionné dans cet article de loi et quelle est la procédure à suivre pour son approbation ?",11807
614,"Quel est le délai requis pour le dépôt des pièces au greffe avant une audience fixée pour les plaidoiries, dans les cas prévus par les articles 747 et 750 de la loi ?",4843
615,"Quelles actions le gouvernement doit-il entreprendre dès l'annonce de l'enquête publique concernant le projet de schéma de développement du territoire au nord et au sud de la région de langue allemande ?",13153
616,"Quels types de décisions peuvent être considérés comme des ""décisions relatives à une transaction"" selon l'article donné?",14273
617,"Quelle procédure l'AWIPH suit-elle pour rectifier le supplément accordé aux employés en fonction de leur ancienneté moyenne du personnel?",8230
618,"Quelles sont les peines prévues pour quiconque tente d'obtenir une adoption de manière frauduleuse en violation de la loi?",6504
619,"Quelle est l'incidence de l'entrée en vigueur des articles 8 à 10 du Code de la nationalité belge sur un étranger âgé de dix-huit ans accomplis au moment de cette entrée en vigueur ?",18775
620,"Quelles sont les informations obligatoires devant figurer dans l'annexe au protocole de négociation en cas de recours à un expert dans le cadre du droit collaboratif?",6071
621,"Quelle est la responsabilité des ministres du Roi selon cet article de loi statutaire belge?",22519
622,"Quel délai le Conseil d'administration a-t-il pour se prononcer sur les recours relatifs aux décisions de tutelle prises par le directeur général?",12135
623,"Quelles sont les conditions requises pour effectuer une révocation partielle d'un brevet selon l'article donné?",14959
624,"Quelles sont les étapes que doit suivre le débiteur pour proposer un plan de règlement amiable aux créanciers selon l'article donné en droit belge ?",5954
625,"Quelles sont les obligations des intercommunales en matière de service aux utilisateurs selon l'article de la loi statutaire donné ?",17404
626,"Quelles sont les informations minimales obligatoires qui doivent figurer dans les conventions de collaboration entre une association de santé intégrée, les travailleurs sociaux et les psychothérapeutes, conformément à l'article mentionné du Code décrétal?",9403
627,"Quelles peines sont prévues pour la contrefaçon ou la falsification de timbres nationaux selon l'article de loi donné ?",6290
628,"Quels sont les montants minimum et maximum des subventions octroyées aux centres régionaux de Référence et d'Expérimentation selon l'article donné ?",11288
629,"Est-il possible de cumuler l'indemnité de bicyclette avec d'autres indemnités similaires conformément à cet arrêté ?",18706
630,"Quelles actions constitueront un attentat punissable selon cet article de loi?",6179
631,"Quelles entités doivent être désignées pour assurer le service conformément à l'article 235 du Code décrétal ?",7616
632,"Quelles autorités sont responsables de prêter serment aux receveurs régionaux selon l'article donné?",17120
633,"Quelles activités sont considérées comme du démarchage en matière de contrats de crédit selon l'article de loi donné ?",14401
634,"Quelles instances doivent donner leur avis et approbation pour les règlements des wateringues et les conventions d'association mentionnés dans l'article donné de la loi belge?",16263
635,"Quelles conséquences juridiques ont les formalités de publicité relatives à la nomination des organes de la personne morale en vertu de cet article de la loi?",19809
636,"Quel est le délai maximal dans lequel l'AWIPH doit instruire une plainte relative à la prise en charge dans un service?",8780
637,"Quelles sont les conditions à remplir pour pouvoir appliquer la méthode du sac à manchons pour le retrait de l'isolation autour des tuyaux contenant de l'amiante friable, que ce soit en cas de travaux à l'air libre ou dans des lieux fermés en Belgique?",21991
638,"Dans quel contexte la réorganisation judiciaire par transfert sous autorité de justice ne peut-elle pas constituer le fondement d'une action en responsabilité contre un donneur de crédit ou un investisseur ?",15807
639,"Quelles conditions doivent être satisfaites par une personne physique ou morale agissant en tant qu'intermédiaire d'adoption selon cet article de loi?",1216
640,"Quels articles de la loi s'appliquent à la réunion d'information préalable tenue dans le cadre de la procédure de participation à l'enquête publique pour la Communauté germanophone ?",12409
641,"Quelles sont les conditions et les procédures pour désigner un membre de la délégation du Gouvernement wallon pour assurer la présidence de la CIE ou de la CIM?
",16169
642,"Quand le procès-verbal de la précédente séance est-il mis à la disposition des conseillers, selon l'article de loi donné ?",17014
643,"Quelles sont les mesures spécifiques que le gouvernement doit prendre pour garantir aux personnes handicapées le bénéfice de services adaptés?",10291
644,"Quelles sont les parties spécifiques de la Deuxième partie, Livre V qui sont couvertes par la présente section?",7766
645,"Quelles sont les personnes autorisées à déclarer le sexe de l'enfant en cas d'ambiguïté, et dans quel délai doivent-elles le faire, selon cet article de loi?",937
646,"Quels organes peuvent assurer l'administration d'une société selon les statuts?",20461
647,"Quelles obligations incombent à un organisme notifié en cas de restriction, suspension ou retrait de sa notification, selon l'article donné de la loi belge?",3483
648,"Quels sont les documents de contrôle et d'évaluation que les services agréés doivent remettre selon l'article 253 de la loi statutaire citée?",10280
649,"Quelles sont les conditions requises pour qu'un navire de mer enregistré puisse être inscrit dans un registre des affrètements coque nue étranger selon l'article de loi donné?",18808
650,"Quels sont les destinataires auxquels le conseiller en prévention-médecin du travail doit envoyer les exemplaires du formulaire de déclaration selon l'article statutaire donné?",21141
651,"Quelles sont les obligations du secrétaire général en ce qui concerne la notification de la mesure de mobilité interne ou externe selon cet article de loi ?",18220
652,"Quels délais l'entreprise doit-elle respecter pour rembourser un consommateur qui se rétracte d'un contrat selon l'article VI.69?",14229
653,"Quelles sont les modalités prévues par le Gouvernement pour la nouvelle notification du bénéfice ou du refus du paiement de l'allocation en cas de découverte d'une erreur dans une décision?",9974
654,"Quelle est l'obligation des adjudicataires d'arbres de futaie en matière de marquage des arbres de service lors de leur vente ?",3715
655,"Quelles conditions doivent être remplies pour que le Gouvernement puisse délivrer un certificat d'urbanisme n° 2 avec un avis défavorable sans obtenir l'avis relatif au patrimoine ?",12736
656,"Quelles sont les conditions cumulatives devant être respectées pour la réalisation d'un test de discrimination selon l'article donné?",829
657,"Quelle sanction est prévue pour le fonctionnaire qui se dessaisit d'une pièce arguée de faux tirée d'un dépôt public sans la signer et la parapher ?",13725
658,"Quelles sont les personnes impliquées dans le processus de délimitation selon cet article de loi?",7173
659,"Quelles sont les conditions que le titulaire d'une demande de brevet européen doit remplir pour demander la procédure de délivrance d'un brevet d'invention belge selon cet article de loi ?",15004
660,"Quels sont les délais et les montants des amendes administratives en cas de non-réponse à une demande d'information de l'organe de contrôle dans le cadre de ses fonctions de recours et de surveillance de la concurrence sur les marchés des services ferroviaires, selon cet article de la loi ?",3352
661,"Quelle entité est responsable de décider d'accueillir ou de reloger les victimes dans les cas mentionnés à l'article 433decies ?",6587
662,"Quelles exigences de qualification minimale doivent être respectées par les travailleurs passant d'un service de placement familial à un service d'accompagnement en accueil de type familial en vertu du présent chapitre de la loi?",7797
663,"Quelles sont les données spécifiques que les services doivent transmettre à l'Agence dans les quinze premiers jours du mois suivant?",8855
664,"Quelles sont les conditions requises pour qu'une personne soit coupable de calomnie ou de diffamation selon cet article de loi belge?",6601
665,"Comment est-il procédé lorsque le crime commis dans l'exercice des fonctions est imputé à un tribunal entier de première instance, à un tribunal du travail ou à un tribunal de l'entreprise, ou individuellement à des membres des cours d'appels, procureurs généraux et substituts?",13789
666,"Quelles sont les actions que les fonctionnaires désignés par le Gouvernement peuvent entreprendre dans le cadre de leurs missions de contrôle du service mentionné dans cet article de la loi belge ?",10281
667,"Quels sont les critères et la procédure de reconnaissance d'une calamité agricole selon l'article de loi donné?",11156
668,"Quelle est la durée de validité de l'appréciation formulée par le collège communal ou le Gouvernement concernant la délivrance d'un permis, selon l'article de loi donné ?",12891
669,"Quelles conditions doivent être remplies pour qu'un service d'accompagnement à la sécurité du travail puisse bénéficier d'une subvention du gouvernement selon l'article donné?",10991
670,"Quelles sont les obligations en matière de tarification et de comptabilité des huissiers de justice selon l'article donné ?",4526
671,"Quelles limitations s'appliquent aux droits de la partie civile en matière de réparation directe selon cet article de loi?",548
672,"Quelles sont les conditions à respecter avant qu'une amende administrative puisse être infligée conformément à l'article donné ?",6919
673,"Quelles sont les circonstances dans lesquelles aucune indemnité n'est due en vertu de l'article statutaire mentionné?",292
674,"Quelles sont les conditions de programmation requises pour pouvoir introduire une demande d'agrément auprès de l'AWIPH selon l'article donné?",9021
675,"Quelles sont les formalités requises pour qu'un héritier puisse exprimer son intention de n'accepter la succession que sous bénéfice d'inventaire en vertu de cet article de loi en Belgique ?",1711
676,"Quelles sont les conditions et la procédure à suivre pour assurer la surveillance de santé prolongée d'un travailleur ayant cessé d'être professionnellement exposé à des rayonnements ionisants, selon l'article de loi donné ?",21795
677,"Quelles sont les conséquences possibles d'une cassation par la Cour de cassation d'une décision autre que celle portant sur la compétence, selon l'article donné de la loi belge ?",5212
678,"Quelles dispositions sont prises en cas de troubles de l'audition ou de la parole pour l'accusé, la partie civile ou le témoin lors d'une audience judiciaire ?",13588
679,"Quelles sont les autorités compétentes pour décider de la modification d'un plan de gestion patrimoniale ?",475
680,"Quelles sont les informations obligatoires devant figurer dans la convention visée à l'article 439, § 2, alinéa 2, de la deuxième partie du Code décrétal?",9427
681,"Quelles dispositions doivent être appliquées pour les concours de recrutement dont le programme a été établi avant le 1er mai 2009 ?",18454
682,"Quels sont les destinataires auxquels les décisions administratives ou judiciaires infligeant des amendes administratives doivent être communiquées selon cet article de loi belge ?",6937
683,"Quels types de documents le Gouvernement exige-t-il d'être transmis à l'administration avant l'exécution des travaux selon cet article de loi?",17731
684,"Quelles sont les personnes qui peuvent demander la rectification d'une mention inexacte dans la BAEC selon l'article donné de la loi ?",971
685,"Quel est le délai prévu pour que l'Autorité de protection des données émette son avis avant que le Roi puisse faire usage des habilitations prévues dans le présent titre ?",3442
686,"Quelles autorités sont habilitées à déposer un recours contre un certificat délivré conformément à la procédure décrite aux articles 188/1 à 188/5?",424
687,"Quelles sont les conséquences pour les créanciers du défendeur une fois les formalités de la section observées et les délais prévus aux articles 1473 et 1474 du Code civil expirés?",5514
688,"Quelle est la procédure à suivre pour convoquer une assemblée générale des obligataires selon cet article de la loi belge?",20523
689,"Quelles conditions doivent être remplies pour qu'un endossement en blanc soit valable sur une lettre de change ?",14614
690,"Quelles dispositions réglementent le choix d'une appellation différente par un candidat dans le cadre de cette loi statutaire belge ?",3201
691,"Quels sont les mesures qu'un employeur doit prendre si le rapport d'une visite de contrôle démontre que son installation électrique ne répond pas aux dispositions du chapitre III du titre en question ?",21486
692,"Quelle sanction est prévue pour l'armateur, le préposé ou le mandataire qui enfreint la loi régissant le contrat d'engagement maritime pour la pêche maritime impliquant des mineurs marins pêcheurs?",7004
693,"Quelles sont les autorités compétentes qui peuvent confier une mission aux agents des rangs A2 et A3 en dehors de leur emploi du cadre, selon l'article de loi donné ?",18479
694,"Quelles sont les obligations de l'entreprise ferroviaire ou du gestionnaire de l'infrastructure lorsqu'un conducteur de train quitte son emploi selon l'article de loi donné ?",3422
695,"Quelles approbations sont nécessaires pour qu'une société filiale émette des obligations assorties d'un droit de souscription portant sur des actions à émettre par la société mère selon cet article de loi?",20424
696,"Quels critères structurels sont pris en compte pour la répartition des fonds du Fonds régional de solidarité pour aider les sociétés en difficulté selon l'article donné de la loi statutaire belge ?",12210
697,"Les mandats ordonnancés par le collège communal peuvent-ils être établis et signés par voie électronique selon cet article de loi?",17308
698,"Quelle est la durée minimale de la période de souscription lorsque l'assemblée générale prévoit une priorité pour les anciens actionnaires lors de l'attribution des nouveaux titres ?",20553
699,"Quelles sont les autorités et les organes qui composent la Commission de protection des témoins et quel est leur rôle en matière d'octroi et de retrait des mesures de protection et des mesures d'aide financière selon l'article donné?",13382
700,"Est-ce que les membres du personnel de la Société peuvent cumuler leurs fonctions avec celles d'administrateur d'un Guichet?",12234
701,"Quand est-ce qu'un utilisateur de services de paiement peut révoquer un ordre de paiement selon cet article de loi statutaire belge?",14359
702,"Cette disposition s'applique-t-elle uniquement aux travailleurs du bâtiment ou à d'autres professions également?",21664
703,"Quelles sont les exceptions prévues à l'article concernant les accords et pratiques concertées interdits visant à fausser la concurrence sur le marché belge?",14048
704,"Quelles sont les conditions requises pour qu'une demande d'intervention soit introduite auprès de l'AWIPH selon l'article de la loi en question?",8617
705,"Quels éléments sont pris en compte pour déterminer le montant de l'indemnité à verser par la nouvelle entreprise ferroviaire ou gestionnaire de l'infrastructure à l'ancien employeur en cas de départ volontaire d'un conducteur de train formé par ce dernier?",3438
706,"Quels types de recours sont possibles en vertu de l'article de loi donné?",17826
707,"Quels documents doivent être mis à la disposition des associés ou actionnaires un mois avant la réunion de l'assemblée générale appelée à se prononcer sur le projet de fusion selon l'article donné ?",20692
708,"Quelles sont les amendes prévues pour les propriétaires d'animaux trouvés en délit dans les bois en fonction de l'âge et du type d'animal ?",3734
709,"Quelles sont les incompatibilités prévues pour le mandat d'administrateur selon l'article statutaire donné ?",16883
710,"Quels montants minimums doivent être couverts par l'assurance pour les dommages corporels et les dommages matériels, selon l'article de la loi?",7887
711,"Quelles sont les conditions et les procédures concernant le dépôt des fonds en cas d'apport en numéraire lors de la constitution d'une société en Belgique ?",20079
712,"Quelle fréquence minimale est requise pour qu'un travailleur social effectue une évaluation collective formative avec les bénéficiaires selon cet article de loi?",7308
713,"Quels documents la Société wallonne du Logement doit-elle transmettre pour information aux différentes parties concernées, selon l'article de la loi donné?",12196
714,"Quelles sont les conditions pour la composition des bureaux de dépouillement selon l'article donné?",3231
715,"Quelles sont les circonstances dans lesquelles une chambre de la cour de cassation peut ordonner le renvoi devant les instances pénales d'un tribunal ou d'un juge mentionné à l'article 479 ?",13798
716,"Quelles autorités sont habilitées à déterminer les conditions et les modalités d'octroi des subventions, de contrôle et de liquidation selon cet article de loi?",10129
717,"Les fonds et les biens de la personne protégée peuvent-ils être mélangés avec le patrimoine personnel de l'administrateur, selon l'article donné?",1399
718,"Quelles sont les peines prévues pour un militaire trouvé ivre ou endormi en faction ou en vedette, en présence de l'ennemi?",6789
719,"Quelles dépenses la subvention octroyée par le Gouvernement peut-elle couvrir pour la cellule reconnue, selon l'article de loi donné ?",10742
720,"Quelles sont les situations dans lesquelles les propriétaires de titres dématérialisés peuvent exercer leurs droits de copropriété selon cet article de la loi belge ?",20103
721,"Quelles sont les démarches à suivre pour rendre exécutoire la soumission d'une caution selon cet article de la loi belge ?",5576
722,"Quelle est la procédure spécifique concernant les subventions forfaitaires annuelles pour les services d'accueil de jour pour les jeunes non scolarisés en 2014 selon cet article de la loi?",9186
723,"Quels sont les différents acteurs qui peuvent initier une demande de révision d'une décision d'intervention selon l'article de la loi statutaire donné?",7723
724,"Quelles sont les périodes pendant lesquelles l'épandage de fertilisants organiques à action rapide et de fumier mou est autorisé sur prairie, en vertu de l'article de la loi donné ?",16504
725,"Quelle information l'employeur est-il tenu de fournir aux travailleurs concernés par la surveillance de la santé selon cet article de la loi belge?",21051
726,"Quelles informations doivent être fournies dans une demande d'agrément selon l'article donné?",9677
727,"Quel est le montant de la taxe unitaire par mètre cube d'eau usée déversée à partir du 1er janvier 2018 selon l'article D.259, 2° ?",16657
728,"Quelle est la date limite pour bénéficier de l'exemption du paiement du C.V.A. ou de la taxe sur le déversement des eaux usées domestiques pour une personne physique ou morale qui épure elle-même les eaux usées domestiques dans un système d'épuration individuelle en Belgique ?",16900
729,"Quelles sont les modalités de fonctionnement fixées par le gouvernement pour le Centre d'information sur le Logement ?",719
730,"Quels sont les moyens de publication à la disposition du liquidateur pour informer les créanciers de sa nomination et de la déclaration qu'ils ont à faire au greffe, conformément à l'article 2.2.6.58?",18970
731,"Quelles sont les compétences de la Cour constitutionnelle en Belgique selon l'article donné?",22575
732,"Quel est le protocole à suivre si le Roi ordonne ou autorise la comparution de certaines personnes devant le jury selon cet article de loi?",13816
733,"Quelles sont les conditions dans lesquelles un prêteur peut suspendre le droit de prélèvement du consommateur dans le cadre d'un contrat de crédit selon l'article de loi donné ?",14432
734,"Quelles sont les obligations des organismes d'évaluation de la conformité notifiés en ce qui concerne leur participation aux activités de normalisation et de coordination?",3487
735,"Quelles sont les modalités de validation des modifications concernant la composition du personnel subsidisé dans le service de santé mentale, telles que décrites dans l'article donné de la loi statutaire belge ?",10651
736,"Quels frais peuvent être mis à charge du producteur si un produit ou un service ne respecte pas l'obligation générale de sécurité selon l'article donné?",14834
737,"Quelles sont les conditions sous lesquelles l'exercice du droit de vote afférent aux actions peut être suspendu selon cet article de la loi belge?",20112
738,"Quelles sont les différentes thématiques couvertes par le mécanisme de coordination mis en place par le gestionnaire de l'infrastructure selon l'article précédent de la loi belge?",3303
739,"Quelles mesures peuvent être ordonnées par les inspecteurs sociaux en vertu de l'article de loi donné ?",6873
740,"Quelles sont les conséquences de la validité d'une convention même si la cause n'y est pas explicitement mentionnée?",2021
741,"Quelles missions sont dévolues à la section ""Aménagement opérationnel"" du Pôle selon l'article de loi donné ?",12430
742,"Quelles sont les sanctions disciplinaires qui peuvent être infligées aux membres de l'ordre judiciaire en cas de manquement à leurs devoirs ou de conduite portant atteinte à la dignité de leur caractère?",4346
743,"Quels critères doivent être respectés pour la désignation spécifique d'infrastructures ferroviaires pour certains types de services ferroviaires selon l'article donné ?",3316
744,"Quelle présomption est établie concernant la compétence du juge lorsque le défendeur est défaillant?",4705
745,"Quelles catégories de personnes sont exemptées des articles 176bis, 4°, 176quater, 176quinquies, 176sexies, 176septies et 176novies, selon l'article donné de la loi en Belgique ?",3753
746,"Quels types de documents, renseignements et éclaircissements les contrôleurs des engagements sont-ils autorisés à demander en vertu de cet article de la loi?",9510
747,"Quelle condition doit être remplie pour qu'une série d'actions ou de parts bénéficiaires soit considérée comme constituant une classe distincte par rapport à d'autres séries issues de la même société selon cet article de la loi belge?",20416
748,"Quels sont les actes nécessitant l'autorisation du titulaire du droit d'obtenteur selon l'article donné?",15029
749,"Quels sont les délais pour introduire une demande d'intervention auprès de l'AWIPH et quels documents doivent être fournis lors de cette demande?",8576
750,"Quelles sont les déficiences visées par l'article en question et quelles sont les responsabilités des services agréés à leur égard?",8846
751,"À quelles opérations de paiement s'applique la présente sous-section de la loi?",14361
752,"Quels sont les devoirs des membres envers le Comité de direction concernant les circonstances pouvant affecter leur impartialité ou induire un conflit d'intérêts dans le cadre d'une procédure de règlement extrajudiciaire d'un litige de consommation ?

",15583
753,"Quelles sont les qualifications minimales requises pour les éducateurs et les assistants sociaux dans une maison d'accueil en fonction du nombre de places agréées ?",7403
754,"Quelles sont les conditions que doivent remplir les entreprises pour recevoir des subventions du Gouvernement en vertu de cet article de loi?",16438
755,"Quels sont les droits des héritiers et légataires en cas de décès de l'actionnaire unique, selon cette disposition de la loi belge?",20091
756,"Quel organe est chargé de proposer la désignation pour l'exercice de fonctions supérieures pour les emplois des rangs autres que A3, A4 et A5 selon cet article de la loi statutaire belge ?",18210
757,"Quels jours de la semaine peut-on effectuer une vente selon l'article de loi donné?",5849
758,"Quelles procédures doivent être suivies par le demandeur pour désigner une variété selon l'article XI.143 de la loi?",15026
759,"Quelle est la méthode de répartition des sièges entre les listes électorales en cas d'égalité de chiffre électoral ?",3247
760,"Quelle est la durée maximale d'expérience dans le secteur privé ou en tant qu'indépendant prise en considération pour le calcul de l'ancienneté pécuniaire des magistrats, à partir du 1er janvier 2003, conformément à l'article de loi donné ?",4283
761,"Quels critères déterminent la nomination par conversion de grade selon l'article 3 de l'arrêté du Gouvernement wallon du 17 novembre 1994 ?",9586
762,"Quelles étapes doivent suivre les médecins vaccinateurs avant de procéder aux vaccinations ou aux tests selon l'article de loi donné?",22082
763,"Quelle est l'obligation de l'employeur envers les travailleurs exposés à un danger grave et immédiat selon cet article de loi?",20975
764,"Quelle est la période minimale entre la promulgation d'une loi électorale et son entrée en vigueur en Belgique, selon l'article donné de la loi statutaire?",22474
765,"Quelles sont les conditions requises pour qu'une variété soit considérée comme distincte par rapport à une autre variété déjà connue à la date de dépôt de la demande?",15022
766,"Pouvez-vous préciser pendant combien de temps la liste des travailleurs exposés doit être conservée selon l'article donné de la loi belge?",22034
767,"Quelles sont les conditions pour qu'un tribunal puisse refuser l'homologation d'un plan de réorganisation selon cet article de la loi belge ?",15789
768,"Quelle sanction est prévue pour l'homicide commis avec intention de donner la mort selon cet article de loi?",6511
769,"Quelles sont les responsabilités du capitaine en ce qui concerne l'accomplissement du voyage selon cet article de loi?",19232
770,"Quelles échelles de traitements sont octroyées aux grades d'administrateur général adjoint et de directeur général adjoint, à moins que le décret constitutif de l'organisme n'en dispose autrement?",18446
771,"Quels types d'apports en nature peuvent être rémunérés par des actions selon cet article de loi ?",20362
772,"Quelles sont les conditions requises pour qu'une entité chargée de l'entretien obtienne un certificat d'entretien (certificat ECE) selon l'article de la loi statutaire belge donné ?",3395
773,"Quelles sont les documents qui doivent figurer dans le dossier soumis à l'enquête publique selon l'article cité ?",370
774,"Quelles sanctions sont prévues pour une personne qui consomme des boissons ou des aliments dans un établissement sans pouvoir payer, selon l'article donné par la loi statutaire belge ?",6700
775,"Le fonctionnaire chargé de la vente ou de la recette peut-il dispenser les adjudicataires de l'obligation de fournir caution s'ils garantissent leur solvabilité, selon cet article de loi?",3589
776,"Quelle est la sanction prévue pour quiconque enfreint l'article 2.4.5.4 de la loi statutaire mentionnée ?",19610
777,"À qui peut être infligée une amende administrative selon cet article de loi?",6965
778,"Quels sont les titulaires habilités à agir en contrefaçon selon cet article de la loi?",15072
779,"Quelles sont les annexes contenant les modèles d'accusé de réception délivrés respectivement par le collège communal et par le Ministre ?",12770
