,synthetic_question,article_ids
7912,J'ai reçu une demande de renseignements de l'administration fiscale sur mes paiements de taxe. Suis-je passible d'une amende si je ne communique pas les informations demandées par l'administration fiscale concernant mes taxes?,22354
7913,Une société souhaite transformer sa structure en une fondation et effectuer des modifications statutaires. Est-ce que la transformation transfrontalière en fondation d'utilité publique nécessite l'approbation spécifique du Roi avant son immatriculation dans le registre belge des personnes morales ?,20862
7914,Une épicerie sociale a vu son agrément retiré pour non-respect des règles. Peut-elle déposer une nouvelle demande d'agrément immédiatement après le retrait de l'agrément ?,10033
7915,"Une société a tenu son assemblée générale annuelle. Doit-il y avoir un vote spécifique pour accorder la décharge aux administrateurs et au commissaire, et dans quelles conditions cette décharge est-elle valable selon la loi ?",20168
7916,Une personne est accueillie dans une maison d'accueil. À quel moment doit être élaboré le projet d'accompagnement individualisé en collaboration avec l'hébergé selon la loi applicable ?,10089
7917,Des élections communales approchent en Belgique. Une liste électorale peut-elle contenir plus de candidats que le nombre de conseillers à élire ?,17908
7918,Un individu souhaite récolter des produits liés aux arbres situés sur une propriété voisine. Est-il autorisé à collecter des produits annuels ou périodiques des arbres selon les usages locaux ou les coutumes des propriétaires sans leur consentement préalable ?,1523
7919,Un citoyen belge souhaite exercer son droit de vote. Est-il obligatoire que le vote se déroule dans la commune où l'électeur est inscrit sur la liste des électeurs ?,2951
7920,Une association qui agit en tant que relais social souhaite obtenir des subventions du gouvernement. Est-ce que le Ministre accorde des subventions aux relais sociaux qui remplissent certaines obligations spécifiées dans la loi ?,7372
7921,"Un employeur doit fournir des informations aux membres du Comité sur les risques psychosociaux au travail, entre autres. Est-ce que l'employeur doit assurer que les membres du Comité reçoivent également une formation pour appliquer les mesures de prévention et les procédures liées à ces risques ?",21028
7922,"Une société souhaite diversifier ses activités commerciales. Est-ce qu'une société a le droit de prendre des décisions concernant l'acquisition, l'utilisation et l'aliénation de ses biens dans le cadre de son objet social sans aucune restriction ?",16874
7923,"Une société souhaite exproprier des immeubles en Wallonie pour un projet d'utilité publique. Doit-elle obtenir une autorisation spécifique de la Société wallonne du logement avant de procéder à l'expropriation, conformément à la législation en vigueur ?",12157
7924,Un chèque a été signé par des personnes incapables de s'obliger par chèque. Les obligations des autres signataires restent-elles valables malgré ces signatures invalides ?,14710
7925,L'organisation a des conseillers en prévention pour assurer la sécurité des travailleurs. Est-ce que le conseil d'administration peut remplacer un conseiller en prévention sans l'accord des représentants des employeurs et des travailleurs au sein du comité d'avis ?,21243
7926,J'ai envoyé une lettre par la poste et j'ai des inquiétudes concernant la confidentialité de son contenu. Est-ce que la loi belge protège le secret des lettres envoyées par la poste ?,22462
7927,Deux parties sont en litige et optent pour un arbitrage. Est-ce que les parties peuvent choisir le lieu de l'arbitrage ou est-ce au tribunal arbitral de le déterminer en fonction des circonstances ?,6024
7928,Des magistrats vont être élus parmi ceux en activité de service en Belgique. Est-ce que la procédure d'élection des magistrats mentionnée implique l'obligation de voter pour au moins un candidat de chaque sexe ?,4116
7929,"Un gestionnaire a soumis une demande à l'administration, mais il manque des documents. L'administration a-t-elle un délai spécifique pour informer le gestionnaire de l'incomplétude du dossier ?",16756
7930,Un ressortissant étranger a commis une infraction en Belgique. La violation des lois belges s'appliquerait-elle à cet individu en vertu de cet article ?,6076
7931,J'ai pris possession d'un bien pour le compte d'une autre personne. Cette présomption de possession pour autrui peut-elle être renversée et comment ?,2796
7932,"Un individu bénéficiaire demande des prestations de santé. Doit-on obligatoirement conserver les données administratives du bénéficiaire telles que son nom, prénom, adresse, et coordonnées téléphonique dans son dossier individuel ?",9775
7933,Un travailleur a été absent en raison d'une maladie. Est-ce que l'examen de reprise du travail vise à évaluer l'aptitude du travailleur à reprendre son poste antérieur après son absence pour maladie selon la loi ?,21077
7934,Une entreprise est en faillite et ses dirigeants ont contracté des engagements lourds pour des tiers sans contrepartie adéquate. Peut-on condamner les dirigeants qui ont omis d'exécuter les obligations prescrites par l'article XX.146 du Code de droit économique sans motif légitime ?,6663
7935,Une entreprise souhaite contracter un emprunt. Est-ce que l'entreprise doit obtenir une décision du ministre avant d'accepter l'emprunt ?,9353
7936,"J'ai reçu une convocation pour répondre à un pourvoi en cassation. Dois-je obligatoirement faire appel à un avocat à la Cour de cassation pour rédiger ma réponse, ou puis-je le faire moi-même ?",5191
7937,"Dans une entreprise où des travailleurs ont été exposés à des micro-organismes infectieux, le médecin du travail propose une surveillance de santé. Le travailleur peut-il refuser de se soumettre à la surveillance de santé proposée par le conseiller en prévention-médecin du travail dans ces circonstances ?",22069
7938,Une commune a demandé une révision du plan de secteur pour une zone spécifique. Le gouvernement est-il tenu d'approuver ou de refuser la révision du plan de secteur dans les vingt-quatre mois suivant l'adoption du projet du plan ?,12620
7939,"Une personne a reçu une mesure de protection judiciaire d'assistance. Est-ce que la sous-section mentionnée s'applique automatiquement dans ce cas, ou y a-t-il d'autres conditions spécifiques à remplir pour que cette sous-section soit applicable ?",1391
7940,J'ai payé involontairement une somme qui ne m'était pas due. Combien de temps ai-je pour demander le remboursement de cette somme selon la loi en Belgique ?,16344
7941,Les élèves terminent leur tronc commun au cours des études secondaires. Est-ce que tous les élèves qui réussissent l'épreuve commune obtiennent automatiquement le certificat du tronc commun ?,11638
7942,Deux parties sont en train de conclure une vente. Est-il obligatoire que le prix de la vente soit fixé et identifié par les parties selon cet article de loi?,2346
7943,J'ai rédigé un testament. Qu'arrive-t-il si je ne respecte pas les formalités prescrites pour mon testament ?,1887
7944,"Une assemblée de Chambre doit statuer sur la validité des pouvoirs de l'un de ses membres. Est-ce que chaque Chambre est compétente pour juger des contestations concernant les pouvoirs de ses propres membres, en vertu de quelle loi ?",22483
7945,"L'observatoire foncier traite des données personnelles pour différentes finalités. Le gouvernement peut-il imposer une durée maximale de conservation de ces données, et si oui, quelle est-elle généralement basée sur la législation en vigueur ?",10931
7946,"Un officier militaire a été condamné pour une faute grave. Peut-il perdre son grade et le droit de porter l'uniforme en raison de cette condamnation, selon la loi en vigueur ?",6768
7947,"Les magistrats belges bénéficient de certains suppléments de traitement.

Quels sont les suppléments de traitement cumulatifs auxquels les magistrats ont droit en vertu de la loi belge ?",4275
7948,Je suis un locataire et je souhaite reprendre la gestion de mon logement. Puis-je demander la reprise de gestion à tout moment ou y a-t-il des conditions spécifiques à respecter selon l'article de droit mentionné ?,12103
7949,Je suis une institution privée qui souhaite obtenir l'agrément pour proposer des services de médiation de dettes. Quelles sont les conditions requises en termes de qualifications et de formation spécialisée pour obtenir cet agrément selon la législation en vigueur ?,10113
7950,Le gouvernement a le pouvoir de définir des critères pour l'octroi d'une aide financière. Est-ce que les critères de sélection pour l'aide financière sont définis de manière proportionnelle en fonction de la taille de l'opération financière ?,11134
7951,"Je suis propriétaire d'une exploitation agricole dans une zone de surveillance. Le Ministre peut-il imposer des restrictions supplémentaires sur les épandages d'effluents d'élevage dans ma zone, en plus des mesures déjà prises localement ?",16426
7952,Je souhaite obtenir un agrément pour mon service auprès de l'AWIPH. Quels documents et renseignements doivent obligatoirement accompagner ma demande d'agrément selon la loi en vigueur ?,9000
7953,Deux sociétés envisagent de fusionner en une seule entité. Quelles informations obligatoires doivent figurer dans le projet de fusion avant le dépôt au greffe du tribunal de l'entreprise ?,20688
7954,"Vous avez intenté une action en dommages et intérêts, et les parties cherchent une résolution amiable du litige. Le juge peut-il suspendre la procédure pendant un maximum de deux ans pour permettre la participation à une procédure de résolution amiable des litiges ?",15700
7955,Une entreprise belge doit aménager des postes de travail pour ses employés. Les employeurs doivent-ils garantir le bien-être des travailleurs en choisissant des sièges de repos conformes aux exigences de confort et de santé selon cet article ?,22107
7956,Un couple de mariés envisage de se faire des dons indirects. Est-ce légal pour les époux de se donner mutuellement des dons indirects au-delà des limites autorisées par la loi ?,1982
7957,Je veux faire agréer un service d'accompagnement par l'AWIPH en Belgique. Quels documents et renseignements doivent être inclus dans la demande de premier agrément adressée à l'AWIPH selon l'article mentionné ?,7938
7958,Un gardien d'une maison de peine a reçu un prisonnier sans ordre légal. Quelles peines encourt-il selon la loi en vigueur?,6267
7959,"Deux policiers ont rédigé un rapport sur un accident de la route. Est-il obligatoire que les policiers signent et datent le rapport pour qu'il soit valide ?

",7193
7960,Une entreprise est en situation de faillite et un curateur est nommé pour gérer les créances. Qui est responsable de la rédaction et du dépôt des procès-verbaux de vérification des créances dans ce contexte ?,15870
7961,Une association souhaite obtenir l'agrément du Gouvernement pour devenir une agence immobilière sociale en Belgique. Doit-elle obligatoirement adopter le statut d'association sans but lucratif pour être éligible à cet agrément?,733
7962,"Suite au décès d'un proche, nous souhaitons disposer des cendres d'une manière particulière en Belgique. Devons-nous obtenir une autorisation écrite du propriétaire du terrain si nous choisissons de disperser ou d'inhumer les cendres en dehors d'un cimetière ?",17283
7963,"Un individu a été condamné conformément à la loi applicable à l'infraction. Cependant, une erreur s'est produite dans la citation du texte de la loi. Est-il possible de demander la cassation de l'arrêt ou du jugement en cas d'erreur dans la citation du texte de la loi, lorsque la peine est la même que celle prévue par la loi pour l'infraction ?",13692
7964,"Je suis actionnaire dans une société coopérative qui envisage une fusion avec une société absorbante. Ai-je le droit de démissionner à tout moment, même pendant l'exercice social, si cette fusion est en cours de discussion ?",20703
7965,Le vice-président d'une organisation a été suspendu par l'assemblée générale. Le gouverneur peut-il destituer le vice-président ou l'administrateur en cause sur proposition du Collège provincial après avoir été saisi de la délibération de l'assemblée générale ?,16276
7966,"Une personne a été condamnée dans une affaire traitée par la Cour européenne des Droits de l'Homme et où la Convention européenne a été violée. Est-il possible de demander la réouverture de la procédure judiciaire en cas de violation de la Convention européenne, selon l'article donné ?",13712
7967,Une société envisage de réduire son capital. Faut-il convoquer une assemblée générale pour décider de la réduction du capital conformément à l'encadrement légal ?,20567
7968,Une nouvelle institution souhaite être agréée pour fournir des services sociaux. Cette institution peut-elle chercher à réaliser des bénéfices pour être agréée en vertu de cet article de loi?,10114
7969,Un individu souhaite contester une décision prise par un juge de paix. Comment peut-il légalement s'opposer à cette décision et quelles informations essentielles doit contenir son acte d'opposition ?,5273
7970,"Une entreprise belge souhaite obtenir une autorisation spécifique de la Commission pour la protection de la vie privée pour utiliser certaines données. Qui est responsable de délivrer l'autorisation requise par l'article III.30, alinéa 2 selon la législation en vigueur ?",13996
7971,Je suis impliqué dans un litige de consommation en Belgique. J'ai envoyé une demande complète de règlement extrajudiciaire à une entité qualifiée. Est-ce que les délais de prescription de droit commun sont suspendus pendant le traitement de ma demande de règlement extrajudiciaire ?,15604
7972,Un individu est nommé membre du comité financier de l'AWIPH en Belgique. Est-ce que la participation aux séances de ce comité lui donne droit à une rémunération ?,7674
7973,"Je suis un avocat inscrit au tableau de l'Ordre. Ai-je le droit de plaider devant toutes les juridictions du Royaume en Belgique, indépendamment de certaines dispositions particulières ?",4393
7974,Une entreprise belge a un conseil de surveillance. Est-ce que le conseil de surveillance a le pouvoir de mettre en place des comités consultatifs sous sa responsabilité ?,20475
7975,Un enfant nécessite une aide précoce. Les parents peuvent-ils demander l'aide précoce pour leur enfant en tenant compte de leurs convictions religieuses ?,7843
7976,Une agence gouvernementale est chargée de lutter contre la maltraitance. Est-ce que le rapport annuel de l'agence doit être approuvé par le Parlement ?,10379
7977,Un organisme souhaite renouveler son agrément. A quelle échéance maximum doit-il déposer sa demande de renouvellement d'agrément selon la loi en vigueur ?,8115
7978,Un distributeur de déchets reçoit un avis du Département du Sol et des Déchets. Est-il obligé de percevoir le C.V.A. auprès des redevables mentionnés dans l'avis reçu ?,16907
7979,"Suite au décès d'un proche, un pli cacheté est retrouvé dans ses affaires. Le juge de paix ouvre-t-il systématiquement tout pli cacheté trouvé lors d'une succession, ou y a-t-il des exceptions prévues par la loi ?",5268
7980,"Un fonctionnaire a reçu une proposition provisoire concernant sa promotion. Est-ce que le supérieur hiérarchique immédiat du fonctionnaire doit être au moins de rang A4, selon l'article 77 de l'arrêté en question, pour valider cette promotion ?",9642
7981,Un individu souhaite consigner une somme d'argent en attendant le règlement d'une dette. Doit-il consigner la totalité du montant de la dette ou une somme suffisante pendant que la demande n'est pas rendue commune aux créanciers inscrits ?,5880
7982,"Un individu a été dépossédé involontairement de son chèque et ne peut fournir une copie de celui-ci. Peut-il demander le paiement du chèque perdu et l'obtenir auprès du tribunal de l'entreprise, en justifiant sa propriété et en fournissant une caution ?",14762
7983,"Une décision a été prise conformément aux articles XX.30, XX.31 et XX.32. Est-il possible de s'opposer à cette décision en vertu de la loi ?",15743
7984,"Plusieurs créanciers poursuivent un débiteur. Les créanciers peuvent-ils exécuter la part indivise du débiteur avant le partage ou la licitation, sauf dans quels cas spécifiques selon l'article de loi présenté ?",5862
7985,Un mandataire a avancé des fonds pour le compte de son mandant. Le mandant est-il légalement tenu de rembourser les avances faites par le mandataire ?,2720
7986,Il y a des électeurs qui perturbent l'ordre lors d'une élection locale. Est-ce que le président ou son délégué peut expulser les perturbateurs du local de vote et les punir d'une amende entre 50 et 500 F ?,3010
7987,"Une vente aux enchères a eu lieu où un bien a été adjugé au plus offrant. Cependant, l'adjudicataire n'a pas effectué le paiement immédiat. Est-il permis de revendre immédiatement le bien adjugé en cas de défaut de paiement de l'adjudicataire dans le cadre de cette vente aux enchères ?",5839
7988,Un individu est soupçonné d'avoir obtenu un avantage tiré d'une infraction liée à des biens immobiliers. Comment se fait la saisie immobilière conservatoire en cas de biens immeubles liés à des infractions ?,13235
7989,Un membre éminent du gouvernement a été condamné par la Cour de cassation. Est-ce que le Roi peut accorder la grâce de ce membre sans la demande préalable de la Chambre des représentants ou du Parlement concerné ?,22542
7990,Un employé a été suspendu temporairement de son poste pendant une enquête. Est-ce que l'employé conserve ses titres à l'avancement de traitement pendant sa suspension ?,9623
7991,Une entreprise souhaite mettre en place un plan de déplacements d'activités pour ses employés. Est-ce que le plan de déplacements d'activités vise également à changer les habitudes de déplacement des participants afin de favoriser l'utilisation des modes de transport en commun et la réduction du nombre de voitures individuelles à proximité du lieu de travail ?,79
7992,"Un président de bureau de vote doit valider et consigner les résultats du scrutin immédiatement après celui-ci. Le président doit-il toujours exprimer le nombre de suffrages pour chaque résultat du scrutin, sauf dans quel cas particulier ?",13640
7993,"Une entreprise prévoit des installations sanitaires pour ses employés. Est-il obligatoire pour l'entreprise de prévoir des vestiaires, lavabos et douches complètement séparés du lieu de travail et pouvant se fermer à clef, selon la loi en vigueur ?",21451
7994,Une entreprise a signé un contrat de gestion avec la SLRB. Est-ce que le rapport annuel d'évaluation de l'exécution du contrat de gestion doit être transmis au Parlement de la Région de Bruxelles-Capitale selon cet article de loi?,654
7995,Un créancier a obtenu satisfaction sur sa créance lors d'une procédure d'insolvabilité étrangère. Est-il obligé de restituer ce qu'il a reçu si cette procédure est reconnue en Belgique ou peut l'être en vertu du Code de droit international privé ?,15931
7996,[context]: Un curateur est nommé pour gérer les affaires d'une personne en faillite en Belgique. [question]: Le curateur doit-il prêter serment avant d'entamer sa mission ?,15836
7997,"J'achète un produit dans un magasin en Belgique. Le vendeur m'a donné des explications confuses sur les garanties du produit. Si je conteste les garanties proposées en raison d'explications floues, l'interprétation des termes sera-t-elle en ma faveur en vertu de cet article de loi ?",2356
7998,Une personne a promis de garantir la solvabilité d'un débiteur. Est-ce que cette promesse de garantie de solvabilité s'applique uniquement à la situation financière actuelle du débiteur sans couvrir les engagements futurs à moins d'une stipulation explicite en ce sens de la part du garant ?,2456
7999,Un projet environnemental est en cours d'approbation dans la région wallonne en Belgique. Quelles sont les modalités d'affichage et d'information publiques requises pour les décisions relatives aux projets de catégorie B ou C selon les dispositions citées dans le Code de l'Environnement ?,11737
8000,"Après examen de l'affaire, la chambre des mises en accusation estime qu'il n'y a pas suffisamment de preuves contre l'inculpé. La chambre des mises en accusation peut-elle décider de ne pas poursuivre l'inculpé en cas de charges insuffisantes ?",13543
8001,Un propriétaire requiert l'assistance d'un garde des bois et forêts soumis au régime forestier. Est-ce que ce garde a le droit de constater les délits commis dans les bois du particulier uniquement s'il en est requis par le propriétaire ?,3543
8002,Les actionnaires d'une société belge ont des différends et envisagent d'engager des procédures. Peut-on entamer une action en exclusion ou en retrait devant le président du tribunal de l'entreprise sans citer la société en tant que partie ?,19852
8003,Un employé signale que son employeur n'a pas mis en place des espaces de travail sans fumée de tabac. L'employeur peut-il être sanctionné s'il ne respecte pas l'interdiction de fumer sur le lieu de travail selon l'article mentionné ?,7000
8004,"Je suis élu membre de la Chambre des représentants en Belgique. Ai-je droit à une indemnité annuelle en tant que membre de la Chambre des représentants et si oui, de quel montant ?",22501
8005,Une entreprise conteste une décision relative aux obligations en matière de sécurité sociale. Le tribunal du travail peut-il statuer sur ce type de contestation ?,4616
8006,Une entreprise a reçu une ordonnance motivée mais ne l'a pas respectée. Est-ce que cette entreprise risque une sanction du niveau 3 selon l'article XII.5 du Code de Droit Economique ?,15554
8007,Un inventeur souhaite mettre en gage un brevet qu'il possède. Doit-il informer l'Office des droits de propriété intellectuelle de cette transaction de mise en gage ?,14955
8008,Une entreprise souhaite conclure un contrat d'affrètement coque nue. Le titre VIII du livre III du Code civil s'applique-t-il à ce type de contrat ?,19190
8009,Je souhaite obtenir des informations sur un schéma de développement du territoire dans ma commune. Est-ce que toute personne a le droit d'obtenir des explications auprès du conseiller en aménagement du territoire ou du collège communal concernant ce schéma ?,13165
8010,Un licencié a été reconnu coupable d'un acte illicite envers le titulaire du brevet. Est-ce que le ministre peut retirer la licence obligatoire à la demande du titulaire du brevet en vertu de l'article mentionné ?,14948
8011,Je suis locataire d'un bien immobilier en Belgique. Mon bailleur n'a pas enregistré le contrat de bail. Suis-je tenu de payer les délais du congé et les indemnités dues au bailleur si le bail n'a pas été enregistré dans les délais prescrits ?,845
8012,Le Gouvernement doit organiser le comité d'avis conformément à l'article 9. Est-ce que le comité d'avis doit obligatoirement inclure des représentants des communes selon la loi?,16589
8013,"Une entreprise a engagé un transporteur pour expédier des marchandises par mer. Qu'est-ce qui est considéré comme des ""marchandises"" dans le contexte d'un contrat de transport maritime selon la loi?",19301
8014,Une partie a perdu une demande de subrogation. Doit-elle personnellement payer les frais de procédure ?,5911
8015,Une entreprise a émis des droits de souscription réservés à certaines personnes. Est-il légal pour l'entreprise d'imposer des clauses contraignantes pour forcer les détenteurs des droits de souscription à les exercer ?,20128
8016,Un directeur général d'une administration communale en Belgique subit une évaluation. Peut-il bénéficier d'une augmentation de salaire en cas d'évaluation jugée excellente ?,17103
8017,Un individu a commencé à payer des droits de timbre avant l'entrée en vigueur du nouveau Code. Ces paiements en cours seront-ils régis par le nouveau Code des droits de timbre ou par l'ancien Code abrogé ?,22260
8018,"Deux individus ont conclu un accord sur l'achat d'un objet à un prix spécifié, mais la livraison et le paiement n'ont pas encore eu lieu. L'acheteur est-il déjà propriétaire de l'objet dès qu'un accord sur la chose et le prix a été conclu, même sans livraison ni paiement ?",2338
8019,"Un débiteur a eu des montants saisis sur son compte à vue. Doit-il recevoir un décompte des montants crédités sur son compte dans les trente jours précédant la saisie, selon la loi en vigueur?",5739
8020,Un vote important est en cours où des personnes sont en charge de superviser le processus électoral. Est-ce que les responsables désignés sont autorisés à communiquer avec l'extérieur pendant qu'ils sont à l'intérieur du lieu de vote selon cet article de loi ?,17963
8021,Des élections locales approchent dans un canton en Belgique. À quelle autorité le magistrat doit-il transmettre le tableau des présidents des bureaux de vote au moins quatorze jours avant l'élection ?,2996
8022,Les élections approchent et les listes de candidats ont été arrêtées. Les documents relatifs aux listes de candidats peuvent-ils être transmis par voie numérique pour approbation ?,18114
8023,Une demande de subvention pour une maison de repos pour aînés est en cours de traitement. Quelles règles de procédure doivent être suivies pour l'exécution des travaux et la surveillance des subventions des maisons de repos pour aînés ?,10399
8024,Je souhaite prolonger la validité de mon certificat mais n'ai pas fourni toutes les informations nécessaires initialement. L'Office me notifiera-t-il si ma demande de prorogation ne respecte pas les conditions requises avant de la considérer invalide ?,15010
8025,Un service social agréé par le ministère risque la suspension ou le retrait de son agrément. Le service social a-t-il le droit de présenter des observations écrites au ministre dans les trente jours suivant la réception de la proposition de suspension ou de retrait de son agrément ?,7315
8026,Une pièce produite lors d'une procédure est contestée pour cause de faux. Doit l'autre partie informer si elle compte utiliser cette pièce litigieuse ?,13734
8027,Un demandeur a soumis une requête au bureau compétent. Dans quel délai le demandeur et éventuellement son avocat doivent-ils être informés de la décision prise par le bureau ?,4500
8028,Une personne a financé les activités d'un groupe criminel sans pour autant participer directement aux délits. Peut-on punir cette personne en tant qu'auteur des délits selon cet article de loi ?,3096
8029,Le Gouvernement belge doit désigner un président et des vice-présidents du conseil d'administration parmi certains membres spécifiques. Quels sont les membres visés à l'article 499 qui peuvent être désignés pour occuper ces postes?,10593
8030,Une association internationale sans but lucratif (AISBL) souhaite procéder à des publications officielles. Quels documents sont spécifiquement requis pour être publiés par une AISBL en vertu de la loi ?,19806
8031,Vous travaillez dans un ministère en Wallonie. Les dispositions de l'arrêté du Gouvernement wallon du 17 novembre 1994 sur la conversion des grades s'appliquent-elles à votre catégorie de personnel ?,9645
8032,"Une organisation publique souhaite mettre en place de nouveaux services. Est-ce que la gestion de ces services doit être basée sur un projet élaboré conformément à l'article 469/2, § 1er ?",8918
8033,"Une personne a récemment été nommée responsable d'un service et doit assurer les tâches de gestion quotidienne. Est-il obligatoire pour cette personne de suivre une formation dans les quatre ans suivant sa nomination ou son premier agrément du service, selon l'article mentionné ?",8260
8034,Un individu décède et laisse des dispositions testamentaires qui excèdent la quotité disponible en faveur d'un bénéficiaire. Est-ce que ces dispositions excédant la quotité disponible doivent être réduites en valeur ou en nature lors de l'ouverture de la succession selon l'article donné ?,1824
8035,Un établissement doit répondre à certaines normes d'agrément fixées par l'AWIPH. Les évaluations des services d'inspection de l'AWIPH doivent-elles être transmises au Comité de gestion de l'établissement ?,8050
8036,"Geneviève et Jérôme, frère et soeur, ont hérité de leur tante décédée. Geneviève est sous tutelle. Peut-on procéder à la levée des scellés sur l'héritage de leur tante avant que Geneviève soit pourvue d'un représentant légal ?",5276
8037,"Un travailleur a demandé à un médecin vaccinateur de procéder à des interventions spécifiques. Est-ce que le médecin vaccinateur est tenu d'envoyer le certificat de vaccination et de test tuberculinique complété, daté et signé uniquement au conseiller en prévention-médecin du travail ?",22085
8038,Des élections communales se tiennent dans votre région. Vous souhaitez voter pour une liste spécifique. Pouvez-vous marquer votre vote pour modifier l'ordre des candidats sur la liste électorale dans ces circonstances ?,3227
8039,Une affaire civile a été renvoyée au tribunal de première instance après cassation. Combien de juges effectifs ou suppléants composent la chambre lorsque le tribunal est appelé à siéger en chambres réunies pour le jugement des affaires civiles renvoyées après cassation selon l'article donné ?,3894
8040,Les élections ont eu lieu et le dépouillement des votes est en cours. Qui est admis dans le local de dépouillement selon cet article de loi?,17965
8041,Vous êtes un fabricant d'instruments de mesure utilisés dans le commerce en Belgique. Êtes-vous légalement tenu de soumettre vos instruments de mesure à un contrôle technique par les autorités compétentes avant de les commercialiser ?,14823
8042,"Deux saisies ont été présentées à la transcription, l'une plus large que l'autre. Le second saisissant doit-il informer le premier saisissant de la saisie faite à sa requête dans le cadre de la transcription ?",5908
8043,"Un navire a été vendu et la propriété a été transférée à un nouveau propriétaire. En cas d'acte illicite commis avant la cession de propriété du navire, qui est responsable de la situation selon la loi ?",19018
8044,Un citoyen belge demande une assistance consulaire dans un pays étranger. Les frais de l'assistance consulaire sont-ils remboursables au-delà d'un certain montant fixé par le Roi ?,2942
8045,"Une personne a demandé la distraction de seulement une partie des biens saisis. Le juge peut-il, sur demande d'une partie intéressée, ordonner le sursis pour l'ensemble des biens saisis dans cette situation ?",5916
8046,Une entreprise belge est en train de nommer de nouveaux administrateurs pour son conseil d'administration. Peut-on nommer un administrateur qui est le parent d'un autre administrateur actuel du même conseil d'administration ?,12173
8047,Une institution publique de crédit belge souhaite devenir membre d'un groupement européen d'intérêt économique. Est-ce que l'accord des ministres nationaux de tutelle est obligatoire pour qu'elle puisse adhérer à ce groupement ?,20943
8048,Un créancier refuse les offres de paiement d'un débiteur. Le débiteur peut-il se libérer en consignant la somme ou l'objet offert sans le consentement du créancier ?,5582
8049,Une demande de dessaisissement a été rejetée par un arrêt. Est-il possible de soumettre une nouvelle demande de dessaisissement basée sur des faits survenus après la décision initiale ?,4744
8050,"Après avoir été invité par le procureur du Roi, je participe à une médiation pour indemniser un dommage causé par une infraction. Le suspect accepte les conditions proposées. L'action publique sera-t-elle éteinte si le suspect satisfait à toutes les mesures et conditions de la convention ?",13522
8051,"Un nouvel équipement de protection collective (EPC) a été introduit dans l'entreprise. L'employeur est-il légalement tenu de fournir des instructions écrites spécifiques concernant l'installation, l'utilisation, l'entretien et l'inspection de cet EPC aux travailleurs ?",22143
8052,Je veux vérifier légalement la constitution d'une société avec laquelle je souhaite traiter des affaires en Belgique. Ai-je accès au dossier au greffe du tribunal de l'entreprise pour vérifier si la société est légalement constituée et a le droit d'exercer ses activités ?,19797
8053,Une partie a déposé une plainte devant l'organe de contrôle concernant l'accès aux capacités ferroviaires en Belgique. Est-ce que l'organe de contrôle doit rendre sa décision dans un délai de six semaines à partir de la réception de toutes les informations utiles ?,3348
8054,Un créancier souhaite récupérer une dette non payée auprès d'un débiteur. L'huissier de justice doit-il obligatoirement envoyer une sommation de payer avant d'entamer toute procédure de recouvrement ?,5704
8055,Vous travaillez dans une entreprise à Bruxelles et cherchez des informations sur le conseil des auditeurs du travail. Est-ce que le procureur fédéral peut assister aux réunions du conseil des auditeurs du travail ?,3978
8056,"Une personne âgée souhaite vendre un bien immobilier mais est incapable de se déplacer pour signer les documents nécessaires. Peut-elle être représentée par procuration pour la vente du bien immobilier, à l'exception des actes de mariage ?",909
8057,Un tuteur a récemment cessé ses fonctions. Le nouveau tuteur doit-il rendre compte de la gestion de tutelle dans un délai d'un mois après la cessation des fonctions du précédent tuteur ?,1331
8058,"Un individu commet une infraction à bord d'un navire belge en dehors du territoire national. Est-ce que le procureur fédéral peut engager des poursuites en Belgique contre cette personne, même si elle n'est pas présente sur le territoire belge au moment des faits ?",19746
8059,Une province accorde une subvention annuelle de 60.000 euros à une intercommunale. Doit-on fournir un rapport annuel d'évaluation relatif au contrat de gestion pour cette subvention ?,17589
8060,Un organisme payeur a délégué certaines de ses missions à un tiers en vertu de l'article D.256. Est-ce que l'observatoire foncier est autorisé à demander et à traiter des données à caractère personnel pour poursuivre ses missions ?,10924
8061,Je suis le capitaine d'un navire battant pavillon d'un État partie à la Convention MARPOL. Puis-je partir d'un port belge sans avoir à bord le certificat requis conformément à la Convention et au livre mentionné dans l'article ?,19187
8062,Un employé a été exposé à des agents nocifs sur son lieu de travail. L'entreprise ferme ses portes. Combien de temps l'employeur doit-il conserver le registre des expositions aux agents nocifs ?,21966
8063,Une personne est inculpée et la procédure est transférée à la Cour de cassation. Est-ce que le procureur général doit adresser son réquisitoire dans un délai de cinq jours suivant la réception de la communication de la procédure?,13795
8064,"Des actionnaires ont conclu une convention sur l'exercice du droit de vote dans une société. Est-il possible que les votes émis en assemblée générale en vertu de cette convention soient considérés comme nuls, entraînant la nullité des décisions prises ?",20412
8065,Une entreprise a obtenu un jugement prononçant sa dissolution. Est-ce qu'une tierce opposition peut encore être valablement formée contre la décision de dissolution de l'entreprise après six mois de la publication du jugement ?,5235
8066,Deux associés tiennent une entreprise ensemble avec des décisions prises en commun. Est-ce qu'une entreprise dans laquelle un contrôle conjoint est exercé compte comme une filiale commune selon l'article donné ?,19771
8067,"Un individu a disparu depuis plusieurs années sans laisser de nouvelles. Peut-on légalement déclarer l'absence de cette personne après cinq ans, même s'il n'y a pas de preuve spécifique de son décès ?",989
