,synthetic_question,article_ids
8030,"Suite à une vérification, des sommes ont été jugées trop perçues. La personne concernée doit-elle rembourser ces sommes dans un délai spécifique après avoir reçu la notification de la décision de l'organe de contrôle ?",18134
8031,"Je suis un bénéficiaire de services sociaux en Belgique. Est-ce que le tarif maximum que je dois payer pour les prestations de services sociaux est de dix euros par prestation, selon l'article 661 du Code décrétal ?",9777
8032,J'ai effectué un achat en tant que consommateur et j'ai dû arrondir le montant total à payer. Est-ce que le paiement du montant total arrondi en conformité avec l'article VI. 7/2 me libère de ma dette envers l'entreprise ?,14169
8033,J'ai reçu une amende pour une infraction mineure. Dois-je payer une amende allant de deux cent cinquante euros à vingt-cinq mille euros pour régler l'affaire sans poursuites judiciaires ?,13118
8034,Je reçois à la fois des allocations et des indemnités selon l'article 1410. Comment sont cumulés ces montants pour déterminer la quotité cessible ou saisissable prévue à l'article 1409 ?,5736
8035,Je perçois une allocation de chômage en Belgique. Est-ce que mon allocation de chômage peut être saisie pour le paiement des dettes que j'ai accumulées ?,5735
8036,J'ai constaté un indu dans mes paiements d'assurance. Est-ce que les organismes assureurs doivent délaisser à charge de la Région wallonne les montants des indus irrécouvrables dans certaines situations spécifiques ?,7289
8037,Je perçois une allocation de chômage en Belgique. Est-ce que mon allocation de chômage peut être cédée ou saisie en cas de dettes ?,5734
8038,"Je suis en couple avec mon conjoint en Belgique. Nous percevons des pensions. Est-ce que les pensions que nous percevons sont prises en compte pour le calcul de nos revenus selon l'article 10/21, § 3 de la loi ?",7253
8039,Je perçois une allocation de chômage en Belgique. Est-ce que mon allocation de chômage peut être saisie pour rembourser une dette dans le cadre de l'article 1409 du Code Judiciaire ?,5732
8040,"Deux enfants nés d'un même couple. Si le nom d'un premier enfant est déterminé conformément à l'article 335, §§ 1er et 3, quel nom devront porter les autres enfants qui auront leur filiation établie ultérieurement aux mêmes parents ?",1147
8041,Je suis le parent d'un enfant né en Belgique. Dois-je mentionner la date de naissance de l'enfant dans l'acte de déclaration de choix de nom en vertu de l'article de loi mentionné ?,941
8042,Un couple a récemment adopté un enfant. Est-ce que le nom choisi par les parents adoptants devra être porté par les enfants adoptés ultérieurement par ces mêmes parents ?,1192
8043,"Deux parents non mariés ont un enfant ensemble en Belgique. Peuvent-ils choisir le nom de leur enfant lors de la déclaration de choix de la loi applicable, en dérogation aux articles du Code de droit international privé ?",1149
8044,Un couple non marié souhaite enregistrer la naissance de son enfant. Est-il possible de choisir n'importe quel prénom pour l'enfant lors de son enregistrement d'acte de naissance ?,1266
8045,Un candidat souhaite se présenter aux élections locales. Peut-il utiliser un prénom différent de son premier prénom s'il est communément connu sous ce prénom ?,3201
8046,Un individu veut changer son nom légalement en Belgique. Est-il possible de modifier légalement ses noms et prénoms en dehors des cas prévus par la loi ?,1265
8047,"Un enfant a été élevé par un homme qui n'est pas son père biologique et l'a toujours considéré comme tel. Est-ce que la possession d'état peut être établie par le fait que l'enfant a toujours porté le nom de cet homme et qu'il l'a traité comme son enfant, même s'ils ne sont pas liés par un lien biologique ?",1137
8048,"Un couple cohabitant souhaite adopter un enfant. S'ils optent pour une adoption plénière simultanée, peuvent-ils choisir que l'enfant porte le nom des deux cohabitants accolés dans l'ordre de leur choix ?",1211
8049,Un couple non marié a un enfant né sans vie. Quelles informations doivent figurer dans l'acte d'enfant sans vie concernant le père ou la coparente non marié(e) avec la mère ?,948
8050,Je loue un appartement en Wallonie et j'ai pris des mesures pour sécuriser les issues de secours. Est-ce que les propriétaires ont le droit de modifier les dispositions de sécurité que j'ai prises pour l'immeuble sans mon accord ?,1570
8051,J'habite à Bruxelles en tant que locataire. Quels organes exerceraient les compétences pour régir ma location dans la région de Bruxelles-Capitale selon l'article 165 ?,22600
8052,"Je déménage d'un appartement en Wallonie. Est-il possible de réaliser l'inventaire de mes biens meubles sur déclaration, si cela est justifié par l'impossibilité de procéder autrement, selon la loi?",5289
8053,Je suis une organisation culturelle basée en Wallonie et je souhaite participer à un projet international. Est-ce que le Gouvernement sélectionne les projets sur base de propositions de Wallonie-Bruxelles International conformément aux critères prévus à l'article R.320bis-4 si je veux postuler ?,16822
8054,Je souhaite transformer une grange en un logement dans la région wallonne. Dois-je obtenir un permis d'urbanisme préalable pour effectuer ces travaux de transformation ?,12676
8055,Je souhaite mettre en place un projet de développement dans la région wallonne. Dois-je obtenir l'approbation du Parlement wallon pour mon plan de développement ?,11807
8056,Je suis propriétaire d'un terrain en Communauté germanophone. Est-ce que je peux recevoir une indemnité si mon terrain perd son affectation suite à la révision d'un plan de secteur ?,13033
8057,Les habitants d'une province belge veulent être consultés sur une question d'intérêt provincial. Peuvent-ils demander au conseil provincial d'organiser une consultation sans devoir recueillir un soutien spécifique de la population ?,17550
8058,Je possède un terrain qui a été affecté par une interdiction de construire suite à une révision de plan de secteur. Ai-je droit à une indemnité de la part de la Région pour cette interdiction de construire sur mon terrain ?,13032
8059,J'héberge un animal dans mon logement en Wallonie. Est-ce que cet animal est considéré comme un bien meuble par nature selon la loi statutaire belge ?,1441
8060,"Je suis hébergé dans une structure en Belgique. Quelles ressources sont prises en compte pour déterminer mon éligibilité à l'aide juridique selon l'article 77, 4°, du Code décrétal ?",7442
8061,"Je suis une personne qui réside en Belgique mais dont les coûts de vie sont plus élevés dans mon pays d'origine. Puis-je bénéficier de l'aide juridique en Belgique, même si je ne satisfais pas aux critères de ressources locaux ?",4512
8062,J'ai été victime d'un accident du travail et je perçois une rente viagère pour compenser les séquelles. Est-ce que cette rente viagère est considérée comme une intervention légale selon l'article 978 du Code des impôts sur les revenus ?,8457
8063,Je suis un travailleur qui a été victime d'un accident du travail et je perçois une allocation en conséquence. Est-ce que les allocations que je reçois suite à un accident du travail sont prises en compte dans le cadre des revenus pris en considération pour l'aide juridique en Belgique ?,8570
8064,Je suis la personne en charge d'un bénéficiaire d'allocations familiales ordinaires. Quel est le montant de l'intervention destinée à couvrir les frais d'éducation pour cette personne selon l'article de loi donné ?,7826
8065,Je travaille et souhaite demander une aide personnelle. Mes revenus imposables et ceux de mes représentants légaux sont-ils pris en compte pour l'octroi d'un budget d'assistance personnelle selon cet article ?,8104
8066,Je suis demandeur d'une allocation sociale en Belgique et je vis avec une personne qui n'est ni parente ni alliée. Est-ce que les revenus de la personne avec laquelle je forme un ménage seront pris en compte pour déterminer si je peux bénéficier de l'allocation sociale ?,9971
8067,"Je suis en conflit familial et je bénéficie de l'assurance soins de santé. Quels documents peuvent attester que mon enfant est à ma charge, dans le cadre de la procédure de saisie ou de cession de revenus ?",5731
8068,Je suis atteint d'un handicap et dépose une demande d'allocation pour l'aide aux personnes âgées. Le montant de l'allocation que je recevrai dépend-il de mon degré d'autonomie et de ma catégorie handicapée selon l'article 43/36 ?,9970
8069,Je suis une personne handicapée de 24 ans dont le responsable perçoit des allocations familiales pour moi. Suis-je considérée comme un enfant à charge selon l'article 43/32 du Code décrétal en Wallonie ?,7246
8070,J'ai signé un bail pour un logement étudiant. Quelle est la durée par défaut d'un bail de logement étudiant si aucune clause ne prévoit autre chose ?,876
8071,Je suis sur le point de cohabiter avec d'autres personnes dans une colocation à Bruxelles. Est-il obligatoire d'établir un pacte de colocation pour formaliser les aspects de la vie en communauté et les modalités pratiques de ce mode d'habitat ?,882
8072,"Je suis étudiant à Bruxelles et je loue un logement avec d'autres étudiants. Est-ce que l'article 1erbis du livre III, titre VIII, chapitre II, section 2 s'applique à notre situation de colocation étudiante à Bruxelles ?",2477
8073,Je suis un locataire dont le préavis a commencé le 20 mars 2020. Mon délai de préavis est-il suspendu en raison de la crise sanitaire liée au Covid-19 ?,850
8074,"Un colocataire souhaite quitter prématurément un bail de colocation à Bruxelles. Est-il possible pour un colocataire de sortir anticipativement du bail, et s'il le fait, quel préavis doit-il donner ?",881
8075,Mon loyer a été augmenté après la fin de mon bail précédent. Est-il légal pour mon bailleur d'augmenter mon loyer après la fin de baux successifs pour une durée inférieure ou égale à trois ans ?,861
8076,"Je souhaite louer un appartement meublé à Bruxelles pour une durée déterminée. Est-il possible de conclure un bail à durée déterminée pour un appartement meublé à Bruxelles, selon cet article de loi?",2533
8077,"Je suis locataire à Bruxelles depuis janvier 2013. Mon revenu dépasse-t-il 150 % des revenus d'admission durant les deux dernières années, ce qui entraînerait la fin de mon bail de neuf ans ?",752
8078,Je suis un acquéreur ayant acheté un bien immobilier à Bruxelles. Suis-je tenu de verser des dommages et intérêts si le bail de ce bien n'a pas été établi par acte authentique ou ne possède pas de date certaine?,2522
8079,Je suis locataire en Belgique et mon bail a été conclu avant le 18 mars 2020. Est-ce qu'un délai de préavis d'un mois s'applique à mon congé notifié entre le 18 mars 2020 et le 30 septembre 2020 en raison de la crise sanitaire liée au Covid-19 ?,877
8080,Un couple marié souhaite clarifier la répartition des biens en cas de divorce. Doit-on considérer les biens acquis avant le mariage comme appartenant au patrimoine propre de chacun des époux selon cet article ?,2240
8081,Deux époux se sont mariés sous un régime de séparation de biens. Chacun des époux a-t-il le droit de gérer et de disposer de ses biens individuellement en vertu de ce régime de séparation de biens ?,2305
8082,Un couple marié acquiert un bien immobilier pendant leur mariage. Comment se fait la preuve de la propriété de ce bien entre les époux et vis-à-vis des tiers selon l'article 1399 ?,2306
8083,Ma grand-mère possède des biens avant son mariage. Ces biens seront-ils considérés comme propres dans le cadre du régime matrimonial si jamais elle se marie ?,2241
8084,Un époux souhaite donner des biens du patrimoine commun à un tiers sans consulter son conjoint. Peut-il légalement le faire sans obtenir le consentement de l'autre époux ?,2261
8085,Un couple décide de se marier en Belgique. Peuvent-ils apporter des modifications à leur régime matrimonial concernant la gestion des biens par le biais d'un contrat de mariage ?,2291
8086,"Deux époux se marient et décident d'opter pour la communauté universelle entre eux. Est-ce que la communauté universelle englobe tous les biens présents et futurs des époux, à l'exception de ceux à caractère personnel et des droits exclusivement attachés à la personne ?",2293
8087,"Je suis marié(e) et mon conjoint est de nationalité espagnole, alors que je suis de nationalité belge. Selon quelle loi les devoirs de cohabitation et de fidélité sont-ils déterminés entre mon conjoint et moi-même, en l'absence de résidence habituelle sur le territoire d'un même État ?",16002
8088,"Mon grand-père souhaite me léguer l'usufruit d'un bien, tandis qu'il souhaite léguer la nue propriété à mon frère. Est-il possible de disposer, par testament, de l'usufruit pour l'un et de la nue propriété pour un autre bénéficiaire ?",1805
8089,Deux frères envisagent un partenariat enregistré. Est-il légal pour deux frères de se marier en ligne directe selon cet article ?,1018
8090,Je suis conseiller municipal dans une commune en Belgique. Est-ce que le conseil communal peut proposer des solutions pour suppléer au paiement d'une dette de la commune si les recettes du budget sont insuffisantes ?,17319
8091,Je suis locataire dans un immeuble à Bruxelles. Les charges pour lesquelles je pourrais obtenir un remboursement selon l'article 109 incluent-elles uniquement celles stipulées à l'annexe 14 ?,7426
8092,Je suis responsable de la gestion d'un immeuble à Bruxelles. Est-il légal de prélever des dépenses liées aux provisions pour risques et charges avant toute autre utilisation des fonds ?,7689
8093,Je suis en litige avec mon propriétaire concernant les provisions de charges. Est-ce que l'expert a le droit de demander au juge de consigner une provision supplémentaire si celle déjà libérée ne suffit pas ?,5081
8094,J'ai reçu une somme à restituer de l'administration régionale à Bruxelles-Capitale. Est-ce que cette somme peut être utilisée pour régler mes dettes envers la Région de Bruxelles-Capitale sans nécessiter de formalités supplémentaires ?,159
8095,Je suis conseiller municipal et nous arrivons à la fin de l'exercice budgétaire. Est-il possible de transférer une partie des allocations budgétaires à l'exercice suivant pour couvrir des engagements contractés en faveur des créanciers de la commune ?,17306
8096,Je dépose une demande en justice contre un défendeur concernant un litige de transport à Bruxelles. Devrai-je fournir une provision pour couvrir les frais de transport au moment du dépôt de ma demande au greffe ?,5112
8097,Je conteste une décision du juge. Est-ce que la décision est exécutoire même si j'interjette appel sans qu'une garantie ne soit constituée ?,5441
8098,"Je suis locataire d'un logement en Belgique et j'ai fourni une garantie au bailleur. Est-ce que le bailleur est tenu de placer ma garantie conformément à l'article 248, § 2, 1°, et de me verser des intérêts si ce n'est pas le cas ?",869
8099,J'ai un différend avec mon locataire concernant le remboursement des charges. Est-ce que les ordonnances sur référé peuvent m'aider à récupérer le surplus de mes provisions de charges sans devoir fournir une caution ?,5141
8100,"Je loue un appartement à Liège. Est-ce à moi, en tant qu'occupant de l'habitation, d'entretenir et de prévenir le propriétaire en cas de dysfonctionnement des détecteurs d'incendie déjà installés ?",12019
8101,"Je suis propriétaire d'un bâtiment accueillant du public à Liège. Quelles sont les définitions de ""compartiment"" et ""voie d'évacuation"" selon les dispositions du présent titre de la loi statutaire?",21494
8102,Je suis propriétaire d'un bâtiment commercial à Liège. Doit-on indiquer clairement l'objectif d'utilisation des équipements de protection contre l'incendie dans le bâtiment selon la loi en vigueur ?,21508
8103,Je suis responsable de la sécurité dans un lieu de travail en Belgique. Dois-je consulter le service de secours public pour déterminer le temps nécessaire à leur intervention en cas d'incident lié à un incendie ?,21507
8104,"Je suis un nouvel employé dans une entreprise en Belgique. Est-ce que mon employeur est tenu de me fournir une formation annuelle sur les mesures de prévention en cas d'incendie, conformément à l'article mentionné ?",21516
8105,"Je suis responsable de la sécurité dans un bâtiment commercial à Liège. Dois-je m'assurer que le bâtiment est conçu et construit de manière à garantir la stabilité des éléments porteurs pendant une durée déterminée en cas d'incendie, selon la loi en question ?",21511
8106,Plusieurs incendies ont été récemment signalés dans une commune en Belgique. Quelles peines sont prévues pour l'incendie des biens d'autrui causé par la vétusté ou le défaut de réparation des installations proches ?,6716
8107,"Je souhaite ouvrir un nouvel établissement dans la commune de Bruxelles. Qui délivre l'attestation de sécurité permettant la mise en activité de l'établissement, et quelles sont les conséquences en cas de non-conformité aux normes de sécurité incendie ?",9209
8108,Je gère un établissement de résidence-services en Belgique. Dois-je respecter les normes de protection contre l'incendie et la panique établies à l'Annexe 119 pour mon établissement ?,9206
8109,Je suis responsable d'un dépôt à Bruxelles. Est-ce que je dois obtenir une autorisation préalable écrite de mon employeur pour effectuer un travail impliquant l'usage de feu ou de flammes nues dans le dépôt ?,21575
8110,J'emménage dans un nouvel logement en Belgique. Suis-je responsable de l'entretien et du remplacement des détecteurs d'incendie déjà installés dans l'habitation que j'occupe ?,12019
8111,Je suis en train de construire une nouvelle maison en Belgique. Suis-je légalement tenu d'installer des voies d'évacuation dans mon bâtiment selon cet article de la loi?,21494
8112,Je suis responsable d'un établissement en Wallonie. Est-ce que la délivrance de l'attestation de sécurité pour mon établissement est basée sur l'avis du service d'incendie territorialement compétent selon l'article donné ?,9209
8113,"Je suis responsable des mesures de prévention dans un lieu de travail en Belgique. Est-ce que l'employeur est tenu de fournir une formation annuelle à ses travailleurs pour la prévention des incendies, selon l'article § 1er de la loi?",21516
8114,Je suis propriétaire d'un bâtiment industriel à Bruxelles. Est-ce que le bourgmestre peut ordonner l'inspection et la maintenance des fours et cheminées de mon bâtiment industriel ?,7178
8115,Je travaille dans un dépôt où l'usage de feu est nécessaire. Dois-je obtenir une autorisation écrite de mon employeur avant d'utiliser des flammes nues dans ce dépôt en Wallonie ?,21575
8116,Je suis témoin d'un incendie dans un champ proche d'une maison. Est-il passible de peine d'emprisonnement et d'amende si l'incendie a été causé par des feux allumés à moins de cent mètres d'une habitation ?,6716
8117,Je suis responsable de la sécurité dans un établissement. Est-ce obligatoire de signaler les équipements de protection contre l'incendie conformément aux dispositions du titre 6 du livre en question ?,21509
8118,J'ouvre une maison de repos en Wallonie. Dois-je respecter les normes de protection contre l'incendie et la panique selon l'Annexe 119 ?,9206
8119,"Je loue un appartement en Belgique. Suis-je en tant que locataire responsable de vérifier que les équipements de protection contre l'incendie dans l'appartement sont facilement accessibles et indiqués clairement, conformément à la loi ?",21508
8120,"Je souhaite organiser la transmission de mes biens à un proche. Ai-je le droit de léguer l'intégralité de mes biens à ma filleule par donation entre-vifs ou testament, conformément à l'article de loi donné ?",1799
8121,Je souhaite faire une donation à un proche. Est-il possible d'inclure des biens futurs dans une donation entre-vifs en vertu de l'article de loi mentionné ?,1844
8122,Je désire transférer mes biens à une personne via une procédure de donation. Est-il possible d'établir une donation de manière purement gratuite entre vifs ou par testament selon la loi ?,2689
8123,Mon grand-père souhaite léguer une partie de son patrimoine à une association caritative. Est-ce légalement possible selon l'article de loi relatif aux donations et aux testaments en Belgique ?,1808
8124,Je souhaite transférer légalement la propriété d'un bien à une tierce personne sans besoin de formalités supplémentaires. Est-ce que le simple consentement des parties suffit pour que la propriété d'un bien soit transférée lors d'une donation dûment acceptée selon cet article de loi?,1840
8125,"Je suis en train de rédiger mon testament. Est-il possible de léguer mes biens à ma filleule en utilisant une dénomination autre que ""legs"" ou ""institution d'héritier"" ?",1861
8126,Deux frères ont hérité de leur père décédé. L'un des frères a reçu une donation importante de leur père de son vivant. Est-ce que le frère qui a reçu la donation doit rapporter cette somme à son autre frère lors du partage de l'héritage ?,1750
8127,Je suis décédé sans laisser d'enfants. Puis-je léguer une partie de mes biens à mes frères et sœurs avec la charge de les rendre à leurs propres enfants nés ou à naître ?,1933
8128,Un couple de parents souhaite transférer une partie de leurs biens à leur enfant unique. Est-il possible pour les parents de donner une partie de leurs biens à leur enfant avec la charge de restitution à leurs enfants uniquement de premier degré ?,1932
8129,Je souhaite transférer la propriété d'un bien immobilier à un proche. Est-il possible de révoquer une donation entre-vifs une fois qu'elle a été acceptée par le donataire ?,1800
8130,Un demandeur non-belge résidant en Belgique souhaite voyager temporairement à l'étranger. Est-il possible pour un non-Belge résidant en Belgique de demander un titre de voyage sans avoir un droit de séjour à durée indéterminée en Belgique ?,2915
8131,Je suis belge et je planifie un voyage à l'étranger. Puis-je demander un passeport ordinaire belge pour une durée de validité de cinq ans ?,2912
8132,Je suis un étranger résidant depuis 5 ans en Belgique mais ne possédant pas la nationalité belge. Puis-je devenir électeur pour la commune en respectant certaines conditions définies par la loi ?,3170
8133,Un étranger souhaite acquérir la nationalité belge. Doit-il avoir résidé de manière ininterrompue en Belgique sur la base d'un séjour légal pour pouvoir demander la nationalité belge ?,18753
8134,"Un ressortissant britannique, titulaire d'un doctorat en droit, souhaite exercer la profession d'avocat en Belgique. Peut-il être inscrit au tableau de l'Ordre sans être ressortissant d'un État membre de l'Union européenne ?",4370
8135,Je suis un entrepreneur ayant un sous-traitant direct ou indirect. Suis-je susceptible de recevoir une notification écrite de la part des inspecteurs sociaux si mon sous-traitant emploie des ressortissants de pays tiers en séjour illégal en Belgique ?,6885
8136,Je suis un avocat ressortissant d'un état membre de l'Union européenne. Ai-je le droit d'utiliser mon titre d'avocat dans mes prestations de services en Belgique selon la loi en vigueur ?,4436
8137,Je suis un ressortissant d'un État membre du Conseil de l'Europe. Ai-je droit à l'assistance judiciaire en Belgique dans certaines circonstances ?,4752
8138,"Suite au Brexit, un ressortissant britannique souhaite exercer la profession d'avocat en Belgique. Peut-il prétendre à devenir avocat en Belgique en tant que ressortissant d'un Etat membre non issu de l'Union européenne ?",4371
8139,Je suis belge et je souhaite faire une demande de passeport. Dois-je prouver mon identité et ma nationalité belge pour que ma demande de passeport soit recevable ?,2914
8140,Vous êtes propriétaire d'un logement loué à travers une agence immobilière sociale. Est-il légal pour l'agence immobilière sociale de fixer un loyer supérieur au montant qu'elle verse au propriétaire du logement en question ?,731
8141,"Je suis intéressé par un logement géré par l'agence immobilière sociale en Belgique. Est-ce que je peux être considéré pour un logement géré par l'agence immobilière sociale si mes revenus ne dépassent pas un certain plafond fixé par l'article 2, § 2, 2° de la loi ?",734
8142,"Un couple de cohabitants légaux possède une résidence commune. L'un des cohabitants décède. Le cohabitant légal survivant a-t-il le droit de garder l'usufruit de la résidence commune et des meubles qui la garnissent, même s'il y a d'autres héritiers?",1676
8143,Je suis un bailleur à Bruxelles. Qui est défini comme le bailleur selon l'ordonnance mentionnée dans l'article § 1er en cas de location d'un logement à des ménages à Bruxelles ?,611
8144,"Après avoir reçu un préavis de résiliation de bail, je souhaite contester la décision du propriétaire. Ai-je le droit de bénéficier d'un logement décent en vertu de la loi, même en cas de litige avec mon propriétaire concernant la résiliation du bail ?",612
8145,"Je suis locataire d'un logement en Belgique. Puis-je être amené à verser une cotisation mensuelle de solidarité en fonction de mes revenus excédant le revenu d'admission, et quelles sont les conséquences en cas de non-respect de cette obligation de cotisation ?",753
8146,Je suis un gardien dans un établissement. Suis-je éligible pour recevoir une allocation en guise de logement si je ne bénéficie pas effectivement du logement fourni par mon employeur ?,18737
8147,"Je suis propriétaire d'un bien immobilier bâti en Belgique, et je vis en cohabitation légale avec une autre personne. Est-ce que je peux déduire un montant du revenu cadastral de mon bien pour le calcul de mon revenu ?",7255
8148,"Vous cherchez à louer un logement en région de langue allemande. Quelles conditions doivent être remplies pour bénéficier d'un crédit hypothécaire social accordé par le Gouvernement dans le cadre de la construction, de l'achat ou de la réhabilitation d'un logement destiné à l'occupation personnelle?",12013
8149,Je viens de vendre un bâtiment en Belgique. Est-ce que le bâtiment vendu peut être occupé à des fins autres que le logement selon la loi en vigueur ?,12012
8150,"Mes parents se sont séparés. Mon père est en train de fixer une contribution alimentaire. Est-ce que le jugement devra préciser les allocations, avantages sociaux et fiscaux reçus pour moi dans le cadre de la contribution alimentaire fixée ?",5517
8151,Un parent handicapé ne peut pas payer le montant total de la contribution alimentaire. Est-ce que la part contributive peut être réduite en fonction des revenus constatés de la personne handicapée adulte ?,8761
8152,Je suis un distributeur d'eau en Belgique. Suis-je tenu de consigner le montant de ma contribution au fonds social de l'eau dans mon budget ou mes comptes sous une rubrique distincte ?,16805
8153,Je suis parent séparé. Mon ex-conjoint refuse de contribuer financièrement. La commission des contributions alimentaires peut-elle recommander le montant à payer par chaque parent en cas de désaccord sur la contribution alimentaire ?,5518
8154,Je suis un distributeur d'eau en Belgique. Dois-je communiquer les volumes facturés à la S.P.G.E. avant le 28 février de chaque année conformément à l'article mentionné?,16625
8155,Je suis bénéficiaire d'une aide financière. Est-ce que le montant de ma contribution horaire varie en fonction de mes revenus dépassant le barème référencé à l'annexe 42 ?,7652
8156,Je suis bénéficiaire de l'aide sociale et je dois me déplacer pour des prestations. Est-ce que la durée de mes déplacements est prise en compte pour calculer ma participation financière conformément à l'article 248 du Code décrétal ?,7644
8157,"Je fais partie d'un groupe de personnes ayant vendu un bien en commun. Comment se déroule la distribution du prix de la vente d'un bien selon le chapitre ""De la distribution par contribution"" de la loi statutaire en question ?",5852
8158,Une entreprise distribue des hydrocarbures soumis à contribution en Belgique. Est-ce que l'entreprise doit faire une déclaration annuelle des quantités d'hydrocarbures reçues à l'autorité compétente ?,19392
8159,"Je suis un parent qui élève un enfant seul. Mon ex-conjoint ne contribue pas financièrement. Puis-je demander au tribunal d'imposer à mon ex-conjoint l'ouverture d'un compte bancaire spécifique pour les contributions alimentaires de l'enfant, conformément à l'article 203 du code de droit familial ?",1056
8160,"Vous êtes désigné comme subrogé tuteur dans une procédure d'inventaire en matière de tutelle. Êtes-vous tenu d'être présent lors de l'établissement de l'inventaire, conformément à l'article de loi cité ?",5288
8161,Vous avez eu l'administration des biens d'un pupille en tant que tuteur officieux. Quelles sont les obligations concernant le compte rendu de votre gestion en tant que tuteur officieux selon cet article ?,1342
8162,"Un mineur a été placé sous la tutelle d'une personne désignée, mais des soupçons de mauvaise conduite ont été soulevés. Est-ce que le subrogé tuteur a le droit de signaler les fautes du tuteur au juge de paix selon cet article ?",1319
8163,Un tuteur est absent de l'instance en cours. Le tribunal peut-il nommer un remplaçant pour ce tuteur absent lors d'une demande en cours ?,4587
8164,Un tuteur est incapable de continuer ses fonctions pour plus d'un mois. Est-ce que l'employeur doit signaler le remplacement du tuteur à l'AWIPH dans un délai d'un mois pour maintenir les avantages prévus par la loi ?,8575
8165,Un mineur âgé de douze ans risque d'être placé sous tutelle. Est-ce que le juge doit entendre le mineur ainsi que certains membres de sa famille avant de nommer un tuteur ou d'homologuer la désignation du tuteur ?,1310
8166,"J'ai été désigné tuteur d'un mineur. En tant que tuteur, ai-je le droit de disposer des capitaux échus au mineur sans l'approbation du subrogé tuteur ?",1325
8167,"Une personne est nommée tuteur d'un mineur. Sa propre relation avec le mineur est dans une ligne parentale. Qui nomme le subrogé tuteur dans le cadre d'une tutelle, selon l'article de la loi en question ?",1318
8168,Le tuteur actuel rencontre des problèmes personnels et demande à être remplacé. Les comptes de tutelle doivent-ils être mis à jour jusqu'à la date de nomination du nouveau tuteur en cas de remplacement du tuteur actuel ?,1330
8169,Je suis tuteur légal d'un mineur. Dois-je présenter un rapport annuel sur l'éducation et le bien-être du mineur au juge de paix et au subrogé tuteur ?,1336
8170,J'ai des difficultés financières et je suis emprunteur. Est-ce que le juge peut fixer un délai de paiement pour rembourser un prêt si le contrat mentionne que je rembourserai quand je le pourrais ?,2616
8171,J'ai reçu un décompte de la wateringue. Combien de temps est laissé à la wateringue pour prendre les mesures de paiement suite à la notification du décompte par le Collège provincial ?,16372
8172,Je fais appel au médiateur de dettes pour régler mes problèmes financiers. Le médiateur de dettes est-il tenu de respecter des dates spécifiques pour le paiement du pécule convenu ?,5975
8173,Je n'ai pas pu effectuer le paiement demandé dans le délai imparti. Puis-je demander des facilités de paiement ou contester la dette selon l'article 1394/21 de la loi ?,5705
8174,Je reçois une facture d'un distributeur. Dois-je adresser ma réclamation par écrit dans un délai spécifique pour qu'elle soit recevable selon la loi en vigueur ?,16681
8175,"J'ai reçu une somme d'argent en prêt. Est-ce que je peux effectuer le paiement à un tiers autorisé par la loi pour recevoir les remboursements, en accord avec cet article de loi?",2127
8176,"J'ai reçu une mise en demeure de paiement. Si je ne paie pas dans le délai fixé par la mise en demeure, est-ce que des intérêts légaux seront automatiquement ajoutés aux sommes dues ?",16680
8177,J'ai effectué un paiement au créancier mais il était incapable de le recevoir. Mon paiement est-il considéré comme valide même si le créancier n'était pas en mesure de le recevoir?,2131
8178,J'ai garanti un prêt pour un proche. Est-ce que le prêteur est tenu de me informer en cas de retard de paiement du consommateur emprunteur ?,14444
8179,Je suis un consommateur ayant omis de payer une dette à temps. Est-ce que le prêteur doit m'envoyer un avertissement par envoi recommandé reprenant les conséquences du non-paiement dans les trois mois suivant l'échéance ?,14504
8180,Un enfant est né en Belgique. Les parents sont-ils légalement obligés de déclarer la naissance de leur enfant ?,6464
8181,Un couple non marié a eu un enfant sans vie. Doit-on mentionner dans l'acte d'enfant sans vie les prénoms du père ou de la coparente non marié(e) avec la mère et qui n'a pas reconnu l'enfant conçu ?,948
8182,Je suis tuteur légal d'un enfant dont les parents sont incapables de faire la déclaration de naissance. Quelles sont les personnes autorisées à déclarer la naissance dans ce cas ?,2863
8183,Un père souhaite reconnaître son enfant avant la naissance. Doit-il obtenir le consentement écrit de la mère pour effectuer cette reconnaissance prénatale selon cet article de loi belge ?,939
8184,Une grossesse se termine par un enfant décédé au moment de l'accouchement. Qui peut demander la création d'un acte d'enfant sans vie dans ce cas selon l'article cité ?,947
8185,"La mère vient d'accoucher et le père, qui est marié, reconnaît l'enfant. Est-ce obligatoire d'informer l'époux ou l'épouse de la reconnaissance de l'enfant par le père ?",1102
8186,"Un couple non marié reconnaît un enfant issu d'une relation extraconjugale. Est-ce que la reconnaissance de l'enfant par la coparente, si cette dernière est mariée, doit être obligatoirement notifiée à l'époux ou l'épouse de la coparente ?",1112
8187,Je suis une personne souhaitant reconnaître un enfant en Belgique. Quels documents dois-je fournir avec ma déclaration de reconnaissance d'enfant à l'officier de l'état civil ?,1120
8188,Un couple subit une fausse couche au cent soixantième jour de gestation. Est-il possible d'appliquer les articles 387 et 388 pour régler des questions de filiation dans ce cas ?,18557
8189,Une femme mariée en Belgique reconnaît un enfant né pendant son mariage. Doit-elle informer son époux de sa reconnaissance de l'enfant avant qu'elle ne soit opposable à lui et aux enfants nés de leur mariage ?,1094
